race_date,place_code,race_no,car_no,player_code,player_name,prefecture,kyuhan,prev_kyuhan,kyakusitu,sotugyouki,age,heikin_tokuten,nige_cnt,makuri_cnt,sasi_cnt,mark_cnt,back_cnt,home_tori,st_tori,syouritu,rentairitu2,rentairitu3,ketujyou_tuika_hojyu,shumoku_name,kyori,shukai,kyoso_shurui,yudo_sensyu
2026-03-27,44,3,7,015565,入江 航太,熊 本,A2,A1,逃,119,24,82.37,2,1,3,0,7,9,11,16.0,25.0,37.0,,A級特選,1625,4,先固,田中 秀治
2026-03-27,44,4,1,013760,矢口 啓一郎,群 馬,A1,A1,両,86,45,85.58,1,1,2,3,1,3,11,9.0,21.0,46.0,,A級特選,1625,4,先固,伊藤 嘉浩
2026-03-27,44,4,2,014954,日野 博幸,愛 媛,A1,A1,逃,103,42,89.76,10,3,1,0,14,12,12,32.0,56.0,64.0,,A級特選,1625,4,先固,伊藤 嘉浩
2026-03-27,44,4,3,014495,下沖 功児,宮 崎,A1,A2,逃,95,42,87.19,5,10,4,0,8,10,2,26.0,46.0,53.0,,A級特選,1625,4,先固,伊藤 嘉浩
2026-03-27,44,4,4,012760,櫻井 宏智,広 島,A2,A2,追,72,55,87.32,0,0,6,2,0,0,3,17.0,27.0,51.0,,A級特選,1625,4,先固,伊藤 嘉浩
2026-03-27,44,4,5,014340,古川 貴之,佐 賀,A1,A1,追,93,42,86.84,0,0,9,0,0,0,0,30.0,34.0,46.0,,A級特選,1625,4,先固,伊藤 嘉浩
2026-03-27,44,4,6,014813,新井 僚太郎,山 梨,A2,A2,両,100,34,80.55,1,1,1,1,4,4,1,3.0,14.0,29.0,,A級特選,1625,4,先固,伊藤 嘉浩
2026-03-27,44,4,7,013493,立花 成泰,岡 山,A1,A1,追,82,47,88.7,0,1,6,4,0,0,2,22.0,40.0,44.0,,A級特選,1625,4,先固,伊藤 嘉浩
2026-03-27,44,5,1,014232,柴田 洋輔,東 京,S2,S2,追,92,40,100.73,0,0,4,4,0,0,4,11.0,30.0,38.0,,S級一般,2025,5,先固,山田 純也
2026-03-27,44,5,2,013199,北野 武史,石 川,S2,S2,追,78,53,97.68,0,0,2,4,0,0,3,0.0,31.0,42.0,,S級一般,2025,5,先固,山田 純也
2026-03-27,44,5,3,015375,村上 竜馬,広 島,S2,S2,逃,115,30,98.55,0,2,3,1,0,0,3,11.0,22.0,25.0,,S級一般,2025,5,先固,山田 純也
2026-03-27,44,5,4,015276,佐伯 亮輔,岡 山,S2,S2,逃,113,31,97.45,5,4,0,0,11,14,0,24.0,36.0,44.0,(追加),S級一般,2025,5,先固,山田 純也
2026-03-27,44,5,5,014786,本郷 雄三,熊 本,S2,S2,両,99,37,96.0,0,0,2,1,0,0,9,3.0,9.0,21.0,,S級一般,2025,5,先固,山田 純也
2026-03-27,44,5,6,013618,櫻井 学,群 馬,S2,A1,両,84,46,92.24,0,2,3,0,0,0,3,15.0,19.0,34.0,,S級一般,2025,5,先固,山田 純也
2026-03-27,44,5,7,012895,小嶋 敬二,石 川,S2,S2,両,74,56,95.19,1,3,0,0,4,4,0,14.0,19.0,28.0,,S級一般,2025,5,先固,山田 純也
2026-03-27,44,6,1,014946,元砂 勇雪,奈 良,S2,S1,追,103,34,100.78,0,0,2,2,0,0,2,5.0,20.0,45.0,,S級一般,2025,5,先固,田中 秀治
2026-03-27,44,6,2,015536,疋田 力也,愛 知,S2,A1,両,119,24,94.38,1,3,2,0,5,3,3,5.0,16.0,27.0,,S級一般,2025,5,先固,田中 秀治
2026-03-27,44,6,3,015552,上野 雅彦,香 川,S2,S2,逃,119,24,97.16,1,1,1,0,5,6,6,4.0,12.0,28.0,,S級一般,2025,5,先固,田中 秀治
2026-03-27,44,6,4,013295,佐々木 則幸,高 知,S2,S2,追,79,49,101.4,0,0,4,3,0,0,1,3.0,23.0,33.0,,S級一般,2025,5,先固,田中 秀治
2026-03-27,44,6,5,013955,三宅 裕武,三 重,S2,S2,追,88,44,98.73,0,0,1,0,0,0,0,3.0,3.0,25.0,(補充),S級一般,2025,5,先固,田中 秀治
2026-03-27,44,6,6,015539,上杉 嘉槻,福 井,S2,S2,逃,119,27,94.27,5,1,1,0,10,13,0,13.0,24.0,27.0,,S級一般,2025,5,先固,田中 秀治
2026-03-27,44,6,7,013824,上吹越 直樹,鹿児島,S2,S2,両,86,44,97.54,0,0,1,1,0,0,0,4.0,8.0,16.0,,S級一般,2025,5,先固,田中 秀治
2026-03-27,44,7,1,015648,森本 桂太郎,愛 媛,S2,A1,逃,121,27,93.48,1,0,2,0,7,9,1,7.0,11.0,22.0,(追加),S級一般,2025,5,先固,横関 裕樹
2026-03-27,44,7,2,013410,伊勢崎 彰大,千 葉,S2,S2,追,81,47,97.28,0,0,5,1,0,0,3,2.0,17.0,31.0,,S級一般,2025,5,先固,横関 裕樹
2026-03-27,44,7,3,015005,野口 正則,奈 良,S2,S2,両,105,35,96.15,0,0,2,0,0,0,9,3.0,7.0,30.0,,S級一般,2025,5,先固,横関 裕樹
2026-03-27,44,7,4,014881,山崎 泰己,岡 山,S2,A1,追,101,36,96.26,0,1,2,1,0,0,6,0.0,17.0,26.0,,S級一般,2025,5,先固,横関 裕樹
2026-03-27,44,7,5,012813,成清 貴之,千 葉,S2,S2,追,73,52,99.88,0,0,1,4,0,0,0,0.0,20.0,48.0,,S級一般,2025,5,先固,横関 裕樹
2026-03-27,44,7,6,015176,望月 一成,静 岡,S2,A1,逃,111,29,93.46,5,2,1,0,13,14,4,14.0,28.0,35.0,,S級一般,2025,5,先固,横関 裕樹
2026-03-27,44,7,7,015541,石塚 慶一郎,和歌山,S2,A1,両,119,24,103.2,0,6,4,0,2,2,0,25.0,50.0,70.0,,S級一般,2025,5,先固,横関 裕樹
2026-03-27,44,8,1,015236,藤根 俊貴,岩 手,S2,A1,逃,113,31,97.58,1,3,2,1,3,4,0,11.0,41.0,47.0,,S級特選,2025,5,先固,板橋 慎治
2026-03-27,44,8,2,014939,長尾 拳太,岐 阜,S1,S1,両,103,32,101.68,0,1,4,1,0,2,4,13.0,26.0,52.0,,S級特選,2025,5,先固,板橋 慎治
2026-03-27,44,8,3,015041,伊藤 慶太郎,埼 玉,S2,S2,逃,107,32,99.15,4,0,2,1,7,7,2,15.0,35.0,40.0,,S級特選,2025,5,先固,板橋 慎治
2026-03-27,44,8,4,015450,長谷部 龍一,岐 阜,S2,S2,逃,117,29,101.86,1,4,1,0,1,1,2,8.0,26.0,30.0,(追加),S級特選,2025,5,先固,板橋 慎治
2026-03-27,44,8,5,014076,志村 太賀,山 梨,S2,S2,追,90,42,103.26,0,0,6,1,0,0,3,15.0,35.0,55.0,,S級特選,2025,5,先固,板橋 慎治
2026-03-27,44,8,6,013912,金成 和幸,福 島,S2,A1,追,88,47,95.37,0,0,3,2,0,0,0,6.0,15.0,18.0,,S級特選,2025,5,先固,板橋 慎治
2026-03-27,44,8,7,013900,大森 慶一,北海道,S1,S1,追,88,44,101.68,0,0,4,4,0,0,12,6.0,26.0,46.0,,S級特選,2025,5,先固,板橋 慎治
2026-03-27,44,9,1,014177,小堺 浩二,石 川,S2,S2,両,91,43,102.75,0,9,3,1,1,0,6,22.0,36.0,52.0,(追加),S級特選,2025,5,先固,山田 純也
2026-03-27,44,9,2,015342,福田 滉,栃 木,S2,S2,追,115,26,97.65,0,0,4,2,0,0,4,9.0,18.0,33.0,,S級特選,2025,5,先固,山田 純也
2026-03-27,44,9,3,014350,佐藤 雅春,宮 城,S2,S2,追,94,38,97.41,0,0,2,2,0,0,4,0.0,12.0,29.0,,S級特選,2025,5,先固,山田 純也
2026-03-27,44,9,4,015604,安彦 統賀,埼 玉,S2,A1,両,121,27,103.3,1,1,7,1,5,6,5,26.0,43.0,56.0,,S級特選,2025,5,先固,山田 純也
2026-03-27,44,9,5,014588,柿澤 大貴,長 野,S1,S2,追,97,36,105.95,0,0,3,0,0,0,2,9.0,13.0,40.0,,S級特選,2025,5,先固,山田 純也
2026-03-27,44,9,6,014465,村上 直久,神奈川,S2,S2,両,95,44,97.12,0,2,1,1,4,3,0,12.0,16.0,28.0,,S級特選,2025,5,先固,山田 純也
2026-03-27,44,9,7,013719,吉田 敏洋,愛 知,S2,S1,両,85,46,100.87,0,0,7,3,1,0,1,12.0,32.0,45.0,,S級特選,2025,5,先固,山田 純也
2026-03-27,44,10,1,015132,瓜生 崇智,熊 本,S2,S1,追,109,31,103.0,0,0,13,0,0,0,14,44.0,52.0,68.0,,S級特選,2025,5,先固,田中 秀治
2026-03-27,44,10,2,014817,佐藤 壮,千 葉,S2,S2,追,100,34,102.9,0,0,6,5,0,0,10,12.0,33.0,48.0,(追加),S級特選,2025,5,先固,田中 秀治
2026-03-27,44,10,3,015162,蕗澤 鴻太郎,群 馬,S2,S2,逃,111,30,99.44,5,2,2,0,13,14,10,14.0,33.0,40.0,,S級特選,2025,5,先固,田中 秀治
2026-03-27,44,10,4,015572,田村 大,宮 崎,S2,A1,逃,119,27,95.96,3,4,1,0,12,12,4,10.0,26.0,33.0,,S級特選,2025,5,先固,田中 秀治
2026-03-27,44,10,5,014004,松永 将,茨 城,S2,S2,追,89,45,99.45,0,0,5,3,0,0,2,0.0,23.0,35.0,,S級特選,2025,5,先固,田中 秀治
2026-03-27,44,10,6,015891,野中 龍之介,神奈川,S2,A2,逃,127,24,93.16,12,6,2,0,17,15,3,68.0,80.0,84.0,(追加),S級特選,2025,5,先固,田中 秀治
2026-03-27,44,10,7,013242,尾崎 剛,埼 玉,S2,A1,追,79,49,95.37,0,0,1,3,0,0,1,4.0,16.0,32.0,,S級特選,2025,5,先固,田中 秀治
2026-03-27,44,11,1,014597,上田 隼,岐 阜,A1,A2,追,97,36,83.26,0,1,4,3,1,1,3,17.0,28.0,39.0,,A級決勝,1625,4,先固,板橋 慎治
2026-03-27,44,11,2,014452,長井 優斗,東 京,A1,S2,追,95,38,92.47,0,0,2,2,0,0,0,8.0,16.0,29.0,,A級決勝,1625,4,先固,板橋 慎治
2026-03-27,44,11,3,014330,坂田 章,高 知,A1,A1,追,93,40,93.12,0,0,8,3,0,0,2,25.0,45.0,70.0,,A級決勝,1625,4,先固,板橋 慎治
2026-03-27,44,11,4,015633,中釜 健次,大 阪,A1,A1,逃,121,27,90.91,2,6,3,0,5,4,9,29.0,45.0,50.0,,A級決勝,1625,4,先固,板橋 慎治
2026-03-27,44,11,5,015712,松本 京太,静 岡,A1,S2,逃,123,27,93.82,3,10,0,0,13,10,6,39.0,46.0,50.0,,A級決勝,1625,4,先固,板橋 慎治
2026-03-27,44,11,6,014941,江端 隆司,福 井,A2,A1,逃,103,33,83.2,3,2,3,0,8,9,0,20.0,33.0,33.0,,A級決勝,1625,4,先固,板橋 慎治
2026-03-27,44,11,7,015562,山本 浩成,福 岡,A1,S2,逃,119,27,94.52,2,4,2,0,3,1,10,25.0,40.0,45.0,,A級決勝,1625,4,先固,板橋 慎治
2026-03-27,44,12,1,012596,志智 俊夫,岐 阜,S1,S1,追,70,53,106.34,0,0,7,4,0,0,3,13.0,37.0,48.0,,S級決勝,2025,5,先固,横関 裕樹
2026-03-27,44,12,2,015778,小堀 敢太,北海道,S2,S2,逃,125,25,105.37,5,6,2,1,16,14,8,41.0,48.0,62.0,,S級決勝,2025,5,先固,横関 裕樹
2026-03-27,44,12,3,014545,岡崎 智哉,大 阪,S1,S1,両,96,40,107.1,0,3,1,6,0,0,5,10.0,35.0,46.0,,S級決勝,2025,5,先固,横関 裕樹
2026-03-27,44,12,4,014804,横山 尚則,茨 城,S1,S1,追,100,34,106.75,0,0,2,0,0,0,0,50.0,50.0,50.0,,S級決勝,2025,5,先固,横関 裕樹
2026-03-27,44,12,5,015203,松本 貴治,愛 媛,S1,S1,両,111,32,111.77,2,4,4,1,2,3,9,26.0,47.0,56.0,,S級決勝,2025,5,先固,横関 裕樹
2026-03-27,44,12,6,015826,久田 朔,大 阪,S2,A2,逃,125,22,96.0,11,8,0,0,19,12,5,60.0,76.0,84.0,(追加),S級決勝,2025,5,先固,横関 裕樹
2026-03-27,44,12,7,015444,渡邉 雅也,静 岡,S1,S2,両,117,25,109.97,1,9,9,2,4,3,9,31.0,60.0,62.0,,S級決勝,2025,5,先固,横関 裕樹
2026-03-27,61,1,1,012319,高尾 剛文,福 岡,A3,A3,追,66,56,67.9,0,0,1,3,0,0,0,3.0,13.0,33.0,,A級チ一般,1625,4,先固,高田 大輔
2026-03-27,61,1,2,014872,玉村 元気,香 川,A3,A2,両,101,36,72.11,2,5,2,0,10,10,4,14.0,26.0,38.0,,A級チ一般,1625,4,先固,高田 大輔
2026-03-27,61,1,3,012348,飯田 威文,埼 玉,A3,A3,追,67,54,70.06,0,0,2,3,0,1,2,3.0,15.0,39.0,,A級チ一般,1625,4,先固,高田 大輔
2026-03-27,61,1,4,013029,藤田 晃英,千 葉,A3,A3,追,76,50,67.16,0,0,2,1,0,0,1,2.0,8.0,27.0,,A級チ一般,1625,4,先固,高田 大輔
2026-03-27,61,1,5,012542,森下 忠夫,高 知,A3,A3,追,69,53,67.06,0,0,2,1,0,0,1,3.0,9.0,28.0,,A級チ一般,1625,4,先固,高田 大輔
2026-03-27,61,1,6,013062,藤原 義浩,徳 島,A3,A3,追,76,53,66.76,0,0,1,0,0,0,0,0.0,5.0,22.0,,A級チ一般,1625,4,先固,高田 大輔
2026-03-27,61,1,7,015523,邊見 祐太,新 潟,A3,A3,逃,119,29,76.5,13,2,0,0,20,16,7,45.0,62.0,75.0,,A級チ一般,1625,4,先固,高田 大輔
2026-03-27,61,2,1,015284,田村 裕也,徳 島,A3,A3,逃,113,30,67.11,4,1,1,1,14,20,17,13.0,19.0,36.0,(補充),A級チ一般,1625,4,先固,鳥丸 晃順
2026-03-27,61,2,2,014019,長崎 達也,神奈川,A3,A3,両,89,44,68.77,0,1,3,0,0,0,2,3.0,14.0,37.0,,A級チ一般,1625,4,先固,鳥丸 晃順
2026-03-27,61,2,3,013822,米原 大輔,沖 縄,A3,A1,追,86,45,76.39,0,0,3,8,0,0,6,9.0,33.0,51.0,,A級チ一般,1625,4,先固,鳥丸 晃順
2026-03-27,61,2,4,012406,濱田 昭一郎,鹿児島,A3,A3,追,67,57,65.96,0,0,0,0,0,0,2,0.0,0.0,10.0,,A級チ一般,1625,4,先固,鳥丸 晃順
2026-03-27,61,2,5,012432,石井 孝,千 葉,A3,A3,追,68,54,66.9,0,0,3,0,0,0,0,3.0,10.0,23.0,,A級チ一般,1625,4,先固,鳥丸 晃順
2026-03-27,61,2,6,012537,取鳥 敬一,岡 山,A3,A3,追,69,54,64.6,0,0,1,0,0,0,0,4.0,4.0,8.0,,A級チ一般,1625,4,先固,鳥丸 晃順
2026-03-27,61,2,7,015012,勝部 貴博,福 岡,A3,A2,両,105,37,71.2,4,2,0,1,11,7,0,16.0,29.0,41.0,(追加),A級チ一般,1625,4,先固,鳥丸 晃順
2026-03-27,61,3,1,015872,池田 充槻,秋 田,A3,A3,逃,127,20,78.96,14,5,0,0,19,15,4,73.0,73.0,80.0,,A級チ準決,1625,4,先固,増成 富夫
2026-03-27,61,3,2,012850,渡邉 満,福 岡,A3,A2,追,73,53,75.9,0,0,2,2,0,0,1,4.0,19.0,33.0,,A級チ準決,1625,4,先固,増成 富夫
2026-03-27,61,3,3,014994,野口 修平,神奈川,A3,A3,逃,105,37,68.06,9,1,0,0,10,10,2,21.0,30.0,39.0,,A級チ準決,1625,4,先固,増成 富夫
2026-03-27,61,3,4,014742,河野 淳吾,神奈川,A3,A2,追,99,43,75.25,1,0,4,9,1,2,11,5.0,38.0,55.0,,A級チ準決,1625,4,先固,増成 富夫
2026-03-27,61,3,5,012634,大薗 宏,茨 城,A3,A3,追,71,52,71.68,0,0,6,3,0,0,7,18.0,28.0,53.0,,A級チ準決,1625,4,先固,増成 富夫
2026-03-27,61,3,6,013303,須々田 大昇,青 森,A3,A3,追,80,53,67.61,0,0,2,1,0,0,1,7.0,11.0,42.0,,A級チ準決,1625,4,先固,増成 富夫
2026-03-27,61,3,7,015937,新垣 慶晃,沖 縄,A3,A3,逃,127,25,77.42,4,11,1,1,10,5,3,47.0,80.0,90.0,,A級チ準決,1625,4,先固,増成 富夫
2026-03-27,61,4,1,015472,吉田 勇気,福 岡,A3,A2,両,117,37,74.68,0,7,1,1,1,2,4,24.0,31.0,41.0,,A級チ準決,1625,4,先固,田中 和磨
2026-03-27,61,4,2,014072,伊藤 之人,東 京,A3,A3,両,90,43,72.39,2,0,6,6,2,2,9,12.0,42.0,69.0,,A級チ準決,1625,4,先固,田中 和磨
2026-03-27,61,4,3,015924,利川 寛太,山 口,A3,A3,逃,127,26,74.54,14,3,0,1,22,22,5,27.0,54.0,63.0,,A級チ準決,1625,4,先固,田中 和磨
2026-03-27,61,4,4,012559,相良 勝美,福 島,A3,A3,追,70,54,68.83,0,0,5,3,0,0,1,8.0,33.0,41.0,,A級チ準決,1625,4,先固,田中 和磨
2026-03-27,61,4,5,013651,井山 和裕,山 口,A3,A3,追,84,47,68.77,0,0,3,4,0,0,2,9.0,31.0,36.0,,A級チ準決,1625,4,先固,田中 和磨
2026-03-27,61,4,6,014357,佐藤 康恭,福 島,A3,A3,両,94,39,68.34,1,0,2,1,4,4,1,3.0,14.0,37.0,,A級チ準決,1625,4,先固,田中 和磨
2026-03-27,61,4,7,015878,椎名 俊介,茨 城,A3,A3,逃,127,25,79.76,13,6,1,1,15,12,13,85.0,100.0,100.0,,A級チ準決,1625,4,先固,田中 和磨
2026-03-27,61,5,1,015667,戸田 瑞姫,茨 城,L1,L1,両,122,23,52.18,0,1,3,2,1,1,0,3.0,22.0,51.0,,L級ガ予2,1625,4,I固,高田 大輔
2026-03-27,61,5,2,015762,高橋 美沙紀,愛 知,L1,L1,両,124,34,51.03,5,2,0,1,11,13,2,15.0,24.0,45.0,,L級ガ予2,1625,4,I固,高田 大輔
2026-03-27,61,5,3,014907,中川 諒子,熊 本,L1,L1,両,102,41,46.57,0,0,0,0,0,0,0,0.0,0.0,14.0,,L級ガ予2,1625,4,I固,高田 大輔
2026-03-27,61,5,4,015392,加藤 舞,沖 縄,L1,L1,逃,116,28,53.14,3,8,2,3,7,5,0,11.0,59.0,70.0,(追加),L級ガ予2,1625,4,I固,高田 大輔
2026-03-27,61,5,5,015758,熊谷 碩子,東 京,L1,L1,追,124,28,47.66,0,0,1,2,0,0,3,4.0,14.0,19.0,,L級ガ予2,1625,4,I固,高田 大輔
2026-03-27,61,5,6,015777,谷元 音羽,鹿児島,L1,L1,両,124,22,47.53,0,2,2,1,1,2,1,10.0,16.0,20.0,(追加),L級ガ予2,1625,4,I固,高田 大輔
2026-03-27,61,5,7,015315,渡口 まりあ,山 口,L1,L1,両,114,31,50.63,1,3,1,2,8,11,4,0.0,23.0,43.0,,L級ガ予2,1625,4,I固,高田 大輔
2026-03-27,61,6,1,015941,川原 未紀,千 葉,L1,L1,両,128,26,47.9,1,1,0,0,4,8,3,3.0,6.0,26.0,,L級ガ予2,1625,4,I固,鳥丸 晃順
2026-03-27,61,6,2,015079,日野 友葵,愛 媛,L1,L1,追,108,30,44.53,0,0,0,0,0,0,0,0.0,0.0,0.0,(追加),L級ガ予2,1625,4,I固,鳥丸 晃順
2026-03-27,61,6,3,015146,齊藤 由紀,愛 知,L1,L1,両,110,40,46.12,1,0,0,0,1,1,0,4.0,4.0,8.0,,L級ガ予2,1625,4,I固,鳥丸 晃順
2026-03-27,61,6,4,015020,奥井 迪,東 京,L1,L1,逃,106,44,53.9,11,0,0,1,15,15,3,28.0,57.0,66.0,,L級ガ予2,1625,4,I固,鳥丸 晃順
2026-03-27,61,6,5,015231,大久保 花梨,福 岡,L1,L1,逃,112,28,55.25,1,10,4,3,10,6,4,33.0,75.0,91.0,,L級ガ予2,1625,4,I固,鳥丸 晃順
2026-03-27,61,6,6,015491,當銘 沙恵美,愛 知,L1,L1,両,118,27,51.7,0,2,4,1,3,9,9,6.0,23.0,60.0,,L級ガ予2,1625,4,I固,鳥丸 晃順
2026-03-27,61,6,7,015943,高崎 千賀,神奈川,L1,L1,両,128,31,46.33,0,0,0,2,0,0,0,0.0,8.0,20.0,,L級ガ予2,1625,4,I固,鳥丸 晃順
2026-03-27,61,7,1,012097,斯波 雅貴,静 岡,A2,A2,追,64,56,79.26,0,0,0,2,0,0,3,0.0,6.0,10.0,,A級特一般,1625,4,先固,三宅 達也
2026-03-27,61,7,2,012763,内村 泰三,山 口,A2,A2,追,72,52,83.0,0,0,2,1,0,0,2,0.0,11.0,38.0,,A級特一般,1625,4,先固,三宅 達也
2026-03-27,61,7,3,013099,大橋 直人,埼 玉,A2,A2,追,77,49,79.76,0,0,0,1,0,0,0,0.0,4.0,9.0,,A級特一般,1625,4,先固,三宅 達也
2026-03-27,61,7,4,015011,吉岡 伸太郎,愛 媛,A2,A1,逃,105,32,81.33,2,1,0,1,9,12,0,0.0,16.0,25.0,,A級特一般,1625,4,先固,三宅 達也
2026-03-27,61,7,5,014808,村上 貴彦,栃 木,A2,A3,両,100,40,79.11,0,4,0,1,1,1,0,7.0,18.0,33.0,,A級特一般,1625,4,先固,三宅 達也
2026-03-27,61,7,6,014853,中山 敬太郎,熊 本,A2,A3,追,100,36,71.71,0,0,0,0,0,0,0,0.0,0.0,3.0,,A級特一般,1625,4,先固,三宅 達也
2026-03-27,61,7,7,012466,郡 英治,広 島,A2,A2,追,68,56,81.62,0,0,1,3,0,0,0,3.0,14.0,28.0,,A級特一般,1625,4,先固,三宅 達也
2026-03-27,61,8,1,013363,宇根 秀俊,愛 媛,A1,A1,追,80,48,84.31,0,0,1,3,0,0,2,4.0,17.0,26.0,,A級特一般,1625,4,先固,高田 大輔
2026-03-27,61,8,2,013434,石黒 健,広 島,A1,A3,両,81,49,80.16,1,0,4,2,1,1,0,4.0,29.0,37.0,,A級特一般,1625,4,先固,高田 大輔
2026-03-27,61,8,3,014362,岩崎 大和,茨 城,A2,A2,追,94,41,80.38,0,0,0,1,0,0,0,0.0,5.0,16.0,,A級特一般,1625,4,先固,高田 大輔
2026-03-27,61,8,4,014040,竹内 真一,福 岡,A2,A2,追,89,44,80.29,0,0,0,1,0,0,0,0.0,3.0,18.0,,A級特一般,1625,4,先固,高田 大輔
2026-03-27,61,8,5,014411,小谷 文康,広 島,A2,A2,追,94,48,79.55,0,0,0,1,0,0,1,0.0,5.0,22.0,,A級特一般,1625,4,先固,高田 大輔
2026-03-27,61,8,6,014774,阿部 弘,高 知,A2,A3,追,99,44,74.89,0,2,1,0,3,3,0,6.0,10.0,24.0,,A級特一般,1625,4,先固,高田 大輔
2026-03-27,61,8,7,015384,天野 純平,佐 賀,A2,A2,逃,115,27,82.46,6,0,3,0,10,11,5,15.0,28.0,34.0,,A級特一般,1625,4,先固,高田 大輔
2026-03-27,61,9,1,015208,金ヶ江 勇気,佐 賀,A1,S2,両,111,29,90.66,0,2,2,3,1,1,3,9.0,21.0,33.0,,A級準決勝,1625,4,先固,増成 富夫
2026-03-27,61,9,2,013916,白石 大輔,福 島,A1,A2,両,88,43,85.96,0,0,7,2,0,0,0,16.0,29.0,45.0,,A級準決勝,1625,4,先固,増成 富夫
2026-03-27,61,9,3,015161,吉田 昌司,埼 玉,A1,A1,逃,111,28,92.76,7,3,1,0,12,10,0,33.0,52.0,71.0,,A級準決勝,1625,4,先固,増成 富夫
2026-03-27,61,9,4,013275,渡辺 航平,東 京,A1,A1,追,79,48,88.16,0,0,5,3,0,0,4,6.0,26.0,50.0,,A級準決勝,1625,4,先固,増成 富夫
2026-03-27,61,9,5,015688,佐々木 祐太,岩 手,A1,A1,逃,123,26,84.92,4,6,0,0,11,11,6,29.0,37.0,44.0,,A級準決勝,1625,4,先固,増成 富夫
2026-03-27,61,9,6,014155,佐藤 政利,新 潟,A2,A1,追,91,43,82.03,0,0,2,1,0,0,6,3.0,10.0,36.0,,A級準決勝,1625,4,先固,増成 富夫
2026-03-27,61,9,7,014422,前田 義和,鹿児島,A1,A1,逃,94,41,90.0,6,10,2,2,13,8,4,50.0,66.0,66.0,(追加),A級準決勝,1625,4,先固,増成 富夫
2026-03-27,61,10,1,013924,阿久津 修,栃 木,A1,S2,追,88,45,91.89,0,0,4,2,0,0,4,3.0,20.0,30.0,,A級準決勝,1625,4,先固,田中 和磨
2026-03-27,61,10,2,015550,山崎 航,山 口,A1,A1,逃,119,30,87.77,4,9,0,0,15,11,5,25.0,48.0,66.0,,A級準決勝,1625,4,先固,田中 和磨
2026-03-27,61,10,3,015787,中村 龍吉,福 島,A2,A2,逃,125,25,94.03,12,11,2,0,19,14,19,60.0,83.0,93.0,,A級準決勝,1625,4,先固,田中 和磨
2026-03-27,61,10,4,015285,久樹 克門,徳 島,A1,A1,逃,113,34,94.17,0,3,7,5,0,2,4,39.0,65.0,73.0,,A級準決勝,1625,4,先固,田中 和磨
2026-03-27,61,10,5,013914,小谷田 公則,福 島,A2,A2,追,88,44,85.65,0,2,3,2,1,0,2,7.0,25.0,40.0,,A級準決勝,1625,4,先固,田中 和磨
2026-03-27,61,10,6,013845,加賀美 智史,山 梨,A2,A3,両,87,43,81.18,7,4,0,0,9,10,14,25.0,40.0,48.0,,A級準決勝,1625,4,先固,田中 和磨
2026-03-27,61,10,7,014240,須藤 誠,千 葉,A1,A1,追,92,41,88.27,0,0,4,4,0,0,8,6.0,27.0,58.0,,A級準決勝,1625,4,先固,田中 和磨
2026-03-27,61,11,1,015463,畝木 聖,岡 山,A1,S2,逃,117,29,94.8,3,4,3,2,8,5,10,24.0,48.0,56.0,,A級準決勝,1625,4,先固,三宅 達也
2026-03-27,61,11,2,013632,川口 直人,神奈川,A1,S2,追,84,49,92.51,0,0,6,1,0,1,0,9.0,22.0,38.0,,A級準決勝,1625,4,先固,三宅 達也
2026-03-27,61,11,3,014709,松岡 孝高,熊 本,A1,S2,両,98,40,87.64,0,1,2,3,0,2,3,7.0,21.0,28.0,,A級準決勝,1625,4,先固,三宅 達也
2026-03-27,61,11,4,015919,藤田 楓,岡 山,A2,A2,逃,127,22,89.94,11,1,0,0,15,14,0,55.0,66.0,83.0,,A級準決勝,1625,4,先固,三宅 達也
2026-03-27,61,11,5,015556,上野 恭哉,福 岡,A1,A1,逃,119,28,86.28,1,2,4,2,2,2,6,21.0,32.0,42.0,,A級準決勝,1625,4,先固,三宅 達也
2026-03-27,61,11,6,015531,深瀬 泰我,静 岡,A1,A1,逃,119,33,84.77,4,3,3,1,6,7,3,14.0,40.0,55.0,,A級準決勝,1625,4,先固,三宅 達也
2026-03-27,61,11,7,014186,網谷 竜次,香 川,A1,S2,追,91,39,94.16,0,0,6,4,0,0,4,21.0,52.0,73.0,,A級準決勝,1625,4,先固,三宅 達也
2026-03-27,81,1,1,013965,岡田 雅也,高 知,A3,A2,追,88,46,73.2,1,0,2,2,0,1,0,4.0,20.0,32.0,,A級チ一般,1625,4,先固,宮本 龍一
2026-03-27,81,1,2,014490,永田 隼一,福 岡,A3,A3,逃,95,45,70.82,5,6,5,0,7,5,1,34.0,45.0,54.0,(追加),A級チ一般,1625,4,先固,宮本 龍一
2026-03-27,81,1,3,014550,龍門 慎太郎,岡 山,A3,A3,追,96,40,68.84,2,2,1,2,4,2,2,3.0,21.0,36.0,,A級チ一般,1625,4,先固,宮本 龍一
2026-03-27,81,1,4,013588,齋藤 仁,徳 島,A3,A3,追,83,46,68.37,0,0,3,3,1,0,0,4.0,24.0,32.0,,A級チ一般,1625,4,先固,宮本 龍一
2026-03-27,81,1,5,011741,澤亀 浩司,福 岡,A3,A3,追,60,58,66.06,0,0,2,1,0,0,0,6.0,9.0,24.0,(追加),A級チ一般,1625,4,先固,宮本 龍一
